ensembl_gene,entrezgene,symbol,biotype
ENSMUSG00000042446,67785,Zmym4,protein_coding
ENSMUSG00000042447,252875,Mios,protein_coding
ENSMUSG00000042448,15429,Hoxd1,protein_coding
ENSMUSG00000042451,53311,Mybph,protein_coding
ENSMUSG00000042453,19699,Reln,protein_coding
ENSMUSG00000042459,19194,Bpifa2,protein_coding
ENSMUSG00000042460,94192,C1galt1,protein_coding
ENSMUSG00000042462,66422,Dctpp1,protein_coding
ENSMUSG00000042472,52708,Zfp410,protein_coding
ENSMUSG00000042473,245638,Tbc1d8b,protein_coding
ENSMUSG00000042474,69169,Fcmr,protein_coding
ENSMUSG00000042476,18670,Abcb4,protein_coding
ENSMUSG00000042477,332937,Tfap2e,protein_coding
ENSMUSG00000042485,66175,Mustn1,protein_coding
ENSMUSG00000042487,235497,Leo1,protein_coding
ENSMUSG00000042489,269582,Clspn,protein_coding
ENSMUSG00000042492,68449,Tbc1d10b,protein_coding
ENSMUSG00000042496,382066,Prdm10,protein_coding
ENSMUSG00000042498,102871,Radx,protein_coding
ENSMUSG00000042499,15431,Hoxd11,protein_coding
ENSMUSG00000042500,76850,Ago4,protein_coding
ENSMUSG00000042501,329093,Cpa6,protein_coding
ENSMUSG00000042502,70233,Cd2bp2,protein_coding
ENSMUSG00000042505,71238,Sdhaf3,protein_coding
ENSMUSG00000042506,216825,Usp22,protein_coding
ENSMUSG00000042507,238317,Mideas,protein_coding
ENSMUSG00000042508,23857,Dmtf1,protein_coding
ENSMUSG00000042510,212439,AA986860,protein_coding
ENSMUSG00000042514,225266,Klhl14,protein_coding
ENSMUSG00000042515,245631,Pwwp3b,protein_coding
ENSMUSG00000042520,74383,Ubap2l,protein_coding
ENSMUSG00000042523,105000,Dnal1,protein_coding
ENSMUSG00000042524,223697,Sun2,protein_coding
ENSMUSG00000042525,71248,4933428M09Rik,protein_coding
ENSMUSG00000042529,16515,Kcnj12,protein_coding
ENSMUSG00000042532,71146,Golga7b,protein_coding
ENSMUSG00000042535,14904,Gtpbp1,protein_coding
ENSMUSG00000042540,217698,Acot5,protein_coding
ENSMUSG00000042541,20422,Sem1,protein_coding
ENSMUSG00000042548,228790,Asxl1,protein_coding
ENSMUSG00000042549,24082,Map2k3os,lncRNA
ENSMUSG00000042554,22789,Zp3r,protein_coding
ENSMUSG00000042557,20466,Sin3a,protein_coding
ENSMUSG00000042558,100206,Adprs,protein_coding
ENSMUSG00000042564,75729,Fam227a,protein_coding
ENSMUSG00000042567,674895,Nek10,protein_coding
ENSMUSG00000042569,216820,Dhrs7b,protein_coding
ENSMUSG00000042570,70427,Mier2,protein_coding
ENSMUSG00000042572,70093,Ube2q1,protein_coding
ENSMUSG00000042579,74034,4632404H12Rik,lncRNA
ENSMUSG00000042581,210417,Thsd7b,protein_coding
ENSMUSG00000042589,13048,Cux2,protein_coding
ENSMUSG00000042590,76582,Ipo11,protein_coding
ENSMUSG00000042594,16923,Sh2b3,protein_coding
ENSMUSG00000042595,245622,Fam199x,protein_coding
ENSMUSG00000042596,226896,Tfap2d,protein_coding
ENSMUSG00000042599,338523,Kdm7a,protein_coding
ENSMUSG00000042604,16492,Kcna4,protein_coding
ENSMUSG00000042605,20239,Atxn2,protein_coding
ENSMUSG00000042606,233876,Hirip3,protein_coding
ENSMUSG00000042607,65255,Asb4,protein_coding
ENSMUSG00000042608,74178,Stk40,protein_coding
ENSMUSG00000042613,229534,Pbxip1,protein_coding
ENSMUSG00000042616,230751,Oscp1,protein_coding
ENSMUSG00000042622,17133,Maff,protein_coding
ENSMUSG00000042625,224902,Safb2,protein_coding
ENSMUSG00000042626,20416,Shc1,protein_coding
ENSMUSG00000042628,217695,Zfyve1,protein_coding
ENSMUSG00000042631,228787,Xkr7,protein_coding
ENSMUSG00000042632,53357,Pla2g6,protein_coding
ENSMUSG00000042638,14917,Gucy2c,protein_coding
ENSMUSG00000042641,240816,Rgsl1,protein_coding
ENSMUSG00000042642,319945,Flad1,protein_coding
ENSMUSG00000042644,16440,Itpr3,protein_coding
ENSMUSG00000042647,338350,Acad12,protein_coding
ENSMUSG00000042650,268420,Alkbh5,protein_coding
ENSMUSG00000042655,77803,Shisal2b,protein_coding
ENSMUSG00000042659,66412,Arrdc4,protein_coding
ENSMUSG00000042660,67936,Wdr55,protein_coding
ENSMUSG00000042662,252864,Dusp15,protein_coding
ENSMUSG00000042670,66541,Immp1l,protein_coding
ENSMUSG00000042671,67792,Rgs8,protein_coding
ENSMUSG00000042672,77772,Dcst1,protein_coding
ENSMUSG00000042675,66090,Ypel3,protein_coding
ENSMUSG00000042677,230738,Zc3h12a,protein_coding
ENSMUSG00000042680,381126,Garem1,protein_coding
ENSMUSG00000042682,80795,Selenok,protein_coding
ENSMUSG00000042684,74091,Npl,protein_coding
ENSMUSG00000042686,57339,Jph1,protein_coding
ENSMUSG00000042688,50772,Mapk6,protein_coding
ENSMUSG00000042694,108689,Stn1,protein_coding
ENSMUSG00000042699,13211,Dhx9,protein_coding
ENSMUSG00000042700,217692,Sipa1l1,protein_coding
ENSMUSG00000042705,69456,Commd10,protein_coding
ENSMUSG00000042707,75563,Dnali1,protein_coding
ENSMUSG00000042708,71836,Shcbp1l,protein_coding
ENSMUSG00000042709,246782,Atpaf2,protein_coding
ENSMUSG00000042712,22381,Tceal9,protein_coding
ENSMUSG00000042717,140491,Ppp1r3a,protein_coding
ENSMUSG00000042719,231713,Naa25,protein_coding
ENSMUSG00000042724,338372,Map3k9,protein_coding
ENSMUSG00000042726,231712,Trafd1,protein_coding
ENSMUSG00000042729,107071,Wdr74,protein_coding
ENSMUSG00000042734,69480,Ttc9,protein_coding
ENSMUSG00000042737,68563,Dpm3,protein_coding
ENSMUSG00000042742,101148,Bmt2,protein_coding
ENSMUSG00000042743,218544,Sgtb,protein_coding
ENSMUSG00000042744,269700,Hectd4,protein_coding
ENSMUSG00000042745,15901,Id1,protein_coding
ENSMUSG00000042747,66059,Krtcap2,protein_coding
ENSMUSG00000042750,12069,Bex2,protein_coding
ENSMUSG00000042751,226518,Nmnat2,protein_coding
ENSMUSG00000042757,81907,Tmem108,protein_coding
ENSMUSG00000042759,171504,Apobr,protein_coding
ENSMUSG00000042761,244958,Mrap2,protein_coding
ENSMUSG00000042763,215090,Maneal,protein_coding
ENSMUSG00000042766,360213,Trim46,protein_coding
ENSMUSG00000042770,15199,Hebp1,protein_coding
ENSMUSG00000042772,226517,Smg7,protein_coding
ENSMUSG00000042784,17829,Muc1,protein_coding
ENSMUSG00000042787,208194,Exog,protein_coding
ENSMUSG00000042790,235315,Rnf214,protein_coding
ENSMUSG00000042793,329252,Lgr6,protein_coding
ENSMUSG00000042797,66333,Aqp11,protein_coding
ENSMUSG00000042800,76925,Spata46,protein_coding
ENSMUSG00000042804,100129,Gpr153,protein_coding
ENSMUSG00000042807,329152,Hecw2,protein_coding
ENSMUSG00000042808,14776,Gpx2,protein_coding
ENSMUSG00000042810,77827,Krba1,protein_coding
ENSMUSG00000042812,15227,Foxf1,protein_coding
ENSMUSG00000042814,66405,Mcts2,protein_coding
ENSMUSG00000042816,240239,Gpr151,protein_coding
ENSMUSG00000042817,14255,Flt3,protein_coding
ENSMUSG00000042821,20613,Snai1,protein_coding
ENSMUSG00000042826,14166,Fgf11,protein_coding
ENSMUSG00000042828,434246,Trim72,protein_coding
ENSMUSG00000042831,233065,Alkbh6,protein_coding
ENSMUSG00000042834,27528,Nrep,protein_coding
ENSMUSG00000042842,20708,Serpinb6b,protein_coding
ENSMUSG00000042845,192200,Wfdc12,protein_coding
ENSMUSG00000042846,216028,Lrrtm3,protein_coding
ENSMUSG00000042848,171225,Vmn1r226,protein_coding
ENSMUSG00000042851,78751,Zc3h6,protein_coding
ENSMUSG00000042854,76367,Trp53rkb,protein_coding
ENSMUSG00000042857,328309,Gm9776,lncRNA
ENSMUSG00000042861,242151,Kcna10,protein_coding
ENSMUSG00000042870,21968,Tom1,protein_coding
ENSMUSG00000042873,269788,Lhfpl4,protein_coding
ENSMUSG00000042888,76627,Prr30,protein_coding
ENSMUSG00000042895,223513,Abra,protein_coding
ENSMUSG00000042901,108909,Aida,protein_coding
ENSMUSG00000042903,54601,Foxo4,protein_coding
ENSMUSG00000042918,74490,Mamstr,protein_coding
ENSMUSG00000042942,381157,Greb1l,protein_coding
ENSMUSG00000042961,268780,Egflam,protein_coding
ENSMUSG00000042978,104175,Sbk1,protein_coding
ENSMUSG00000042985,100647,Upk3b,protein_coding
ENSMUSG00000042988,77583,Notum,protein_coding
ENSMUSG00000042992,67774,Borcs5,protein_coding
ENSMUSG00000042993,387510,Ifnk,protein_coding
ENSMUSG00000042997,212114,Nhlrc3,protein_coding
ENSMUSG00000043003,242505,Rasef,protein_coding
ENSMUSG00000043004,14702,Gng2,protein_coding
ENSMUSG00000043008,239743,Klhl6,protein_coding
ENSMUSG00000043013,15379,Onecut1,protein_coding
ENSMUSG00000043015,227094,Nemp2,protein_coding
ENSMUSG00000043017,19222,Ptgir,protein_coding
ENSMUSG00000043019,66967,Edem3,protein_coding
ENSMUSG00000043020,242253,Dnai3,protein_coding
ENSMUSG00000043029,246788,Trpv3,protein_coding
ENSMUSG00000043036,330188,Ccdc63,protein_coding
ENSMUSG00000043050,21959,Tnp2,protein_coding
ENSMUSG00000043051,244667,Disc1,protein_coding
ENSMUSG00000043059,101023,Zfp513,protein_coding
ENSMUSG00000043060,623046,Fscb,protein_coding
ENSMUSG00000043061,211986,Tmem18,protein_coding
ENSMUSG00000043065,212514,Spice1,protein_coding
ENSMUSG00000043066,171264,Vmn1r66,protein_coding
ENSMUSG00000043067,244745,Dpy19l1,protein_coding
ENSMUSG00000043068,69627,Fam89a,protein_coding
ENSMUSG00000043073,625530,Usp17le,protein_coding
ENSMUSG00000043079,104027,Synpo,protein_coding
ENSMUSG00000043085,213989,Tmem82,protein_coding
ENSMUSG00000043088,57890,Il17re,protein_coding
ENSMUSG00000043089,83995,Mmp1a,protein_coding
ENSMUSG00000043090,330788,Zfp866,protein_coding
ENSMUSG00000043091,22146,Tuba1c,protein_coding
ENSMUSG00000043099,15248,Hic1,protein_coding
ENSMUSG00000043102,227717,Qrfp,protein_coding
ENSMUSG00000043110,320974,Lrrn4,protein_coding
ENSMUSG00000043122,319942,A530016L24Rik,protein_coding
ENSMUSG00000043126,320949,D830039M14Rik,lncRNA
ENSMUSG00000043131,232157,Mob1a,protein_coding
ENSMUSG00000043140,66690,Tmem186,protein_coding
ENSMUSG00000043144,11831,Aqp6,protein_coding
ENSMUSG00000043153,75847,Crppa,protein_coding
ENSMUSG00000043154,235542,Ppp2r3a,protein_coding
ENSMUSG00000043155,242642,Hpdl,protein_coding
ENSMUSG00000043157,219144,Arl11,protein_coding
ENSMUSG00000043162,66459,Pyurf,protein_coding
ENSMUSG00000043164,208613,Tmem212,protein_coding
ENSMUSG00000043168,74644,4930426D05Rik,lncRNA
ENSMUSG00000043183,319719,Simc1,protein_coding
ENSMUSG00000043190,218341,Rfesd,protein_coding
ENSMUSG00000043207,230709,Zmpste24,protein_coding
ENSMUSG00000043219,15403,Hoxa6,protein_coding
ENSMUSG00000043230,241128,Fam124b,protein_coding
ENSMUSG00000043241,326622,Upf2,protein_coding
ENSMUSG00000043243,100037278,Niban3,protein_coding
ENSMUSG00000043251,277978,Exoc3l,protein_coding
ENSMUSG00000043252,100201,Tmem64,protein_coding
ENSMUSG00000043257,230801,Pigv,protein_coding
ENSMUSG00000043259,71721,Fam13c,protein_coding
ENSMUSG00000043262,54122,Uevld,protein_coding
ENSMUSG00000043263,236312,Ifi209,protein_coding
ENSMUSG00000043279,384309,Trim56,protein_coding
ENSMUSG00000043282,433365,Teddm1b,protein_coding
ENSMUSG00000043284,216821,Tmem11,protein_coding
ENSMUSG00000043286,433091,Pnpla1,protein_coding
ENSMUSG00000043289,75033,Mei4,protein_coding
ENSMUSG00000043290,654801,Zfp784,protein_coding
ENSMUSG00000043298,654818,Smco3,protein_coding
ENSMUSG00000043300,26879,B3galnt1,protein_coding
ENSMUSG00000043301,16522,Kcnj6,protein_coding
ENSMUSG00000043308,171241,Vmn1r75,protein_coding
ENSMUSG00000043311,114585,D17H6S53E,protein_coding
ENSMUSG00000043313,93890,Pcdhb19,protein_coding
ENSMUSG00000043319,75483,Cox8c,protein_coding
ENSMUSG00000043323,381668,Fbrsl1,protein_coding
ENSMUSG00000043333,230726,Rhbdl2,protein_coding
ENSMUSG00000043336,78749,Filip1l,protein_coding
ENSMUSG00000043342,15438,Hoxd9,protein_coding
ENSMUSG00000043372,71059,Hexim2,protein_coding
ENSMUSG00000043384,67298,Gprasp1,protein_coding
ENSMUSG00000043388,243339,Tmem130,protein_coding
ENSMUSG00000043391,72190,2510009E07Rik,protein_coding
ENSMUSG00000043398,238252,Gpr135,protein_coding
ENSMUSG00000043410,330149,Hfm1,protein_coding
ENSMUSG00000043411,170707,Usp48,protein_coding
ENSMUSG00000043415,71198,Otud1,protein_coding
ENSMUSG00000043418,239038,Lrit2,protein_coding
ENSMUSG00000043419,80515,Rnf227,protein_coding
ENSMUSG00000043421,69573,Hilpda,protein_coding
ENSMUSG00000043424,100042807,Eif3j2,protein_coding
ENSMUSG00000043429,433386,Ccdc185,protein_coding
ENSMUSG00000043430,76943,Psapl1,protein_coding
ENSMUSG00000043432,243813,Leng9,protein_coding
ENSMUSG00000043439,103551,Epop,protein_coding
ENSMUSG00000043441,229357,Gpr149,protein_coding
ENSMUSG00000043445,67078,Pgp,protein_coding
ENSMUSG00000043448,118454,Gjc2,protein_coding
ENSMUSG00000043453,236852,Magea10,protein_coding
ENSMUSG00000043456,243937,Zfp536,protein_coding
ENSMUSG00000043458,93883,Pcdhb12,protein_coding
ENSMUSG00000043460,207393,Elfn2,protein_coding
ENSMUSG00000043461,66183,Sptssb,protein_coding
ENSMUSG00000043463,319642,Rab9b,protein_coding
ENSMUSG00000043467,240869,Zbtb37,protein_coding
ENSMUSG00000043468,71078,Adam30,protein_coding
ENSMUSG00000043472,630994,Lce3d,protein_coding
ENSMUSG00000043485,16672,Krt34,protein_coding
ENSMUSG00000043487,217700,Acot6,protein_coding
ENSMUSG00000043496,66873,Tril,protein_coding
ENSMUSG00000043501,107753,Lgals2,protein_coding
ENSMUSG00000043505,317757,Gimap5,protein_coding
ENSMUSG00000043510,100900,Hscb,protein_coding
ENSMUSG00000043518,24004,Rai2,protein_coding
ENSMUSG00000043531,58178,Sorcs1,protein_coding
ENSMUSG00000043535,269254,Setx,protein_coding
ENSMUSG00000043537,171228,Vmn1r225,protein_coding
ENSMUSG00000043542,67306,Zc2hc1a,protein_coding
ENSMUSG00000043549,631145,Fam90a1b,protein_coding
ENSMUSG00000043556,448987,Fbxl7,protein_coding
ENSMUSG00000043557,74762,Mdga1,protein_coding
ENSMUSG00000043569,73934,Cldn34c4,protein_coding
ENSMUSG00000043572,230577,Pars2,protein_coding
ENSMUSG00000043583,67637,4930470P17Rik,protein_coding
ENSMUSG00000043587,235534,Pxylp1,protein_coding
ENSMUSG00000043592,76589,Unc5cl,protein_coding
ENSMUSG00000043602,193043,Zfp3,protein_coding
ENSMUSG00000043613,17392,Mmp3,protein_coding
ENSMUSG00000043614,194309,Vps37d,protein_coding
ENSMUSG00000043621,212190,Ubxn10,protein_coding
ENSMUSG00000043629,67080,1700019D03Rik,protein_coding
ENSMUSG00000043631,407800,Ecm2,protein_coding
ENSMUSG00000043633,242408,Fam221b,protein_coding
ENSMUSG00000043635,330119,Adamts3,protein_coding
ENSMUSG00000043639,73713,Rbm20,protein_coding
ENSMUSG00000043644,66838,0610009L18Rik,lncRNA
ENSMUSG00000043648,194908,Pld6,protein_coding
ENSMUSG00000043659,319239,Npsr1,protein_coding
ENSMUSG00000043664,434325,Tmem221,protein_coding
ENSMUSG00000043668,244579,Tox3,protein_coding
ENSMUSG00000043670,208666,Diras1,protein_coding
ENSMUSG00000043671,233115,Dpy19l3,protein_coding
ENSMUSG00000043673,238076,Kcns3,protein_coding
ENSMUSG00000043683,14154,Fem1a,protein_coding
ENSMUSG00000043687,68918,1190005I06Rik,protein_coding
ENSMUSG00000043702,211948,Pde12,protein_coding
ENSMUSG00000043705,381122,Capn13,protein_coding
ENSMUSG00000043716,19989,Rpl7,protein_coding
ENSMUSG00000043719,245026,Col6a6,protein_coding
ENSMUSG00000043727,228592,F830045P16Rik,protein_coding
ENSMUSG00000043733,19247,Ptpn11,protein_coding
ENSMUSG00000043753,242523,Dmrta1,protein_coding
ENSMUSG00000043760,241035,Pkhd1,protein_coding
ENSMUSG00000043773,69430,1700048O20Rik,lncRNA
ENSMUSG00000043782,212733,Bicdl2,protein_coding
ENSMUSG00000043787,77674,Defb12,protein_coding
ENSMUSG00000043789,71768,Vwce,protein_coding
ENSMUSG00000043795,677289,Prr33,protein_coding
ENSMUSG00000043807,266614,Ly6g5b,protein_coding
ENSMUSG00000043811,65079,Rtn4r,protein_coding
ENSMUSG00000043822,66548,Adamtsl5,protein_coding
ENSMUSG00000043831,75099,Lysmd4,protein_coding
ENSMUSG00000043832,73149,Clec4a3,protein_coding
ENSMUSG00000043833,67261,2900005J15Rik,lncRNA
ENSMUSG00000043843,330485,Tmem145,protein_coding
ENSMUSG00000043850,229320,Clrn1,protein_coding
ENSMUSG00000043857,268510,Mgat5b,protein_coding
ENSMUSG00000043865,387347,Tas2r118,protein_coding
ENSMUSG00000043866,24075,Taf10,protein_coding
ENSMUSG00000043872,68310,Zmym1,protein_coding
ENSMUSG00000043873,229687,Chil5,protein_coding
ENSMUSG00000043881,211255,Kbtbd7,protein_coding
ENSMUSG00000043885,234967,Slc36a4,protein_coding
ENSMUSG00000043895,14739,S1pr2,protein_coding
ENSMUSG00000043897,100125586,Vmn2r2,protein_coding
ENSMUSG00000043903,195209,Zfp469,protein_coding
ENSMUSG00000043909,27223,Trp53bp1,protein_coding
ENSMUSG00000043913,269693,Ccdc60,protein_coding
ENSMUSG00000043924,230822,Ncmap,protein_coding
ENSMUSG00000043929,236904,Klhl15,protein_coding
ENSMUSG00000043931,231932,Gimap7,protein_coding
ENSMUSG00000043932,320407,Klri2,protein_coding
ENSMUSG00000043939,328830,A530064D06Rik,protein_coding
ENSMUSG00000043940,72145,Wdfy3,protein_coding
ENSMUSG00000043943,72560,Naalad2,protein_coding
ENSMUSG00000043945,238406,Adam6a,protein_coding
ENSMUSG00000043953,54199,Ccrl2,protein_coding
ENSMUSG00000043962,230753,Thrap3,protein_coding
ENSMUSG00000043964,269999,Orai3,protein_coding
ENSMUSG00000043969,13797,Emx2,protein_coding
ENSMUSG00000043972,353344,Opn5,protein_coding
ENSMUSG00000043982,170654,Krtap19-4,protein_coding
ENSMUSG00000043986,238663,Spata31d1d,protein_coding
ENSMUSG00000043987,214552,Cep164,protein_coding
ENSMUSG00000043991,19290,Pura,protein_coding
ENSMUSG00000043998,217664,Mgat2,protein_coding
ENSMUSG00000043999,237716,Gpr75,protein_coding
ENSMUSG00000044005,216456,Gls2,protein_coding
ENSMUSG00000044006,68709,Cilp2,protein_coding
ENSMUSG00000044014,18168,Npy5r,protein_coding
ENSMUSG00000044017,243277,Adgrd1,protein_coding
ENSMUSG00000044018,28028,Mrpl50,protein_coding
ENSMUSG00000044022,93892,Pcdhb21,protein_coding
ENSMUSG00000044024,225392,Rell2,protein_coding
ENSMUSG00000044026,240660,Slc35g1,protein_coding
ENSMUSG00000044030,272359,Irf2bp1,protein_coding
ENSMUSG00000044033,545428,Ccdc141,protein_coding
ENSMUSG00000044034,208990,Npb,protein_coding
ENSMUSG00000044037,235633,Als2cl,protein_coding
ENSMUSG00000044041,16663,Krt13,protein_coding
ENSMUSG00000044042,14260,Fmn1,protein_coding
ENSMUSG00000044043,93885,Pcdhb14,protein_coding
ENSMUSG00000044052,12777,Ccr10,protein_coding
ENSMUSG00000044055,260301,Otos,protein_coding
ENSMUSG00000044056,69306,Efcab9,protein_coding
ENSMUSG00000044062,68354,Plekhd1os,lncRNA
ENSMUSG00000044066,216543,Cep68,protein_coding
ENSMUSG00000044067,73010,Gpr22,protein_coding
ENSMUSG00000044071,268354,Tafa2,protein_coding
ENSMUSG00000044072,237711,Eml6,protein_coding
ENSMUSG00000044080,20193,S100a1,protein_coding
ENSMUSG00000044083,100504221,Efcab8,protein_coding
ENSMUSG00000044084,108803,Spem2,protein_coding
ENSMUSG00000044086,320502,Lmod3,protein_coding
ENSMUSG00000044092,319772,C130050O18Rik,protein_coding
ENSMUSG00000044098,229675,Rsbn1,protein_coding
ENSMUSG00000044103,215257,Il36g,protein_coding
ENSMUSG00000044117,67254,Bmerb1,protein_coding
ENSMUSG00000044121,71351,5430402E10Rik,protein_coding
ENSMUSG00000044122,216974,Proca1,protein_coding
ENSMUSG00000044125,319247,9530080O11Rik,lncRNA
ENSMUSG00000044134,231717,Pheta1,protein_coding
ENSMUSG00000044139,330657,Prss53,protein_coding
ENSMUSG00000044145,329509,1810024B03Rik,protein_coding
ENSMUSG00000044147,11845,Arf6,protein_coding
ENSMUSG00000044148,69155,1810030O07Rik,protein_coding
ENSMUSG00000044149,77286,Nkrf,protein_coding
ENSMUSG00000044150,382252,Bclaf3,protein_coding
ENSMUSG00000044155,76522,Lsm8,protein_coding
ENSMUSG00000044156,101202,Hepacam2,protein_coding
ENSMUSG00000044162,414084,Tnip3,protein_coding
ENSMUSG00000044164,328234,Rnf182,protein_coding
ENSMUSG00000044165,229672,Bcl2l15,protein_coding
ENSMUSG00000044167,56458,Foxo1,protein_coding
ENSMUSG00000044172,68509,Ptx4,protein_coding
ENSMUSG00000044176,328971,Spink10,protein_coding
ENSMUSG00000044177,278507,Wfikkn2,protein_coding
ENSMUSG00000044186,18092,Nkx2-6,protein_coding
ENSMUSG00000044197,80290,Gpr146,protein_coding
ENSMUSG00000044199,13611,S1pr4,protein_coding
ENSMUSG00000044201,12532,Cdc25c,protein_coding
ENSMUSG00000044206,278180,Vsig4,protein_coding
ENSMUSG00000044216,16520,Kcnj4,protein_coding
ENSMUSG00000044217,11830,Aqp5,protein_coding
ENSMUSG00000044220,18089,Nkx2-3,protein_coding
ENSMUSG00000044221,231413,Grsf1,protein_coding
ENSMUSG00000044222,246083,Defb13,protein_coding
ENSMUSG00000044224,78244,Dnajc21,protein_coding
ENSMUSG00000044229,244853,Nxpe4,protein_coding
ENSMUSG00000044231,105193,Nhlrc1,protein_coding
ENSMUSG00000044243,320522,Bhlha9,protein_coding
ENSMUSG00000044244,213208,Il20rb,protein_coding
ENSMUSG00000044248,22297,Vmn1r45,protein_coding
ENSMUSG00000044249,75400,Defb29,protein_coding
ENSMUSG00000044250,239647,Pced1b,protein_coding
ENSMUSG00000044252,64291,Osbpl1a,protein_coding
ENSMUSG00000044254,100102,Pcsk9,protein_coding
ENSMUSG00000044258,13024,Ctla2a,protein_coding
ENSMUSG00000044265,244180,Olfm5,protein_coding
ENSMUSG00000044276,66769,4933427E11Rik,lncRNA
ENSMUSG00000044279,224912,Crb3,protein_coding
ENSMUSG00000044287,234700,Nrn1l,protein_coding
ENSMUSG00000044288,12801,Cnr1,protein_coding
ENSMUSG00000044294,16680,Krt84,protein_coding
ENSMUSG00000044296,214779,Zfp879,protein_coding
ENSMUSG00000044303,12578,Cdkn2a,protein_coding
ENSMUSG00000044308,68795,Ubr3,protein_coding
ENSMUSG00000044309,108956,Apol7c,protein_coding
ENSMUSG00000044312,11925,Neurog3,protein_coding
ENSMUSG00000044313,242125,Mab21l3,protein_coding
ENSMUSG00000044317,319197,Gpr4,protein_coding
ENSMUSG00000044320,73598,1700001O22Rik,protein_coding
ENSMUSG00000044322,13505,Dsc1,protein_coding
ENSMUSG00000044328,216964,Trp53i13,protein_coding
ENSMUSG00000044337,12778,Ackr3,protein_coding
ENSMUSG00000044338,23796,Aplnr,protein_coding
ENSMUSG00000044339,231642,Alkbh2,protein_coding
ENSMUSG00000044340,98432,Phlpp1,protein_coding
ENSMUSG00000044345,277010,Marveld1,protein_coding
ENSMUSG00000044348,67062,Slc25a53,protein_coding
ENSMUSG00000044349,319317,Snhg11,protein_coding
ENSMUSG00000044350,210808,Lacc1,protein_coding
ENSMUSG00000044352,237761,Sowaha,protein_coding
ENSMUSG00000044359,57385,P2ry4,protein_coding
ENSMUSG00000044361,271278,BC024139,protein_coding
ENSMUSG00000044362,70054,Ccdc89,protein_coding
ENSMUSG00000044364,108832,Tmem74b,protein_coding
ENSMUSG00000044365,319478,Cxxc4,protein_coding
ENSMUSG00000044367,69309,Slc16a13,protein_coding
ENSMUSG00000044375,225004,Pcare,protein_coding
ENSMUSG00000044378,277898,Slc15a5,protein_coding
ENSMUSG00000044390,332359,Tigd3,protein_coding
ENSMUSG00000044393,13511,Dsg2,protein_coding
ENSMUSG00000044400,245381,Sowahd,protein_coding
ENSMUSG00000044405,246747,Adig,protein_coding
ENSMUSG00000044408,104725,Sptssa,protein_coding
ENSMUSG00000044429,12964,Cryga,protein_coding
ENSMUSG00000044430,69511,Klk12,protein_coding
ENSMUSG00000044433,69697,Camsap3,protein_coding
ENSMUSG00000044442,67768,N6amt1,protein_coding
ENSMUSG00000044444,75477,Pfn3,protein_coding
ENSMUSG00000044447,68813,Dock5,protein_coding
ENSMUSG00000044452,668501,Zfp507,protein_coding
ENSMUSG00000044453,233081,Ffar1,protein_coding
ENSMUSG00000044456,217835,Rin3,protein_coding
ENSMUSG00000044461,219134,Shisa2,protein_coding
ENSMUSG00000044465,74349,Fhip1b,protein_coding
ENSMUSG00000044468,74645,Tent5c,protein_coding
ENSMUSG00000044469,66443,Tnfaip8l1,protein_coding
ENSMUSG00000044471,232685,Lncpint,lncRNA
ENSMUSG00000044475,69090,Ascc1,protein_coding
ENSMUSG00000044477,21769,Zfand3,protein_coding
ENSMUSG00000044485,16613,Klk1b11,protein_coding
ENSMUSG00000044496,77034,2510039O18Rik,protein_coding
ENSMUSG00000044499,319415,Hs3st5,protein_coding
ENSMUSG00000044501,224598,Zfp758,protein_coding
ENSMUSG00000044502,69556,Bod1,protein_coding
ENSMUSG00000044505,320747,Lingo4,protein_coding
ENSMUSG00000044518,30923,Foxe3,protein_coding
ENSMUSG00000044519,382867,Zfp488,protein_coding
ENSMUSG00000044522,100503044,A730020M07Rik,lncRNA
ENSMUSG00000044526,20834,Znrf4,protein_coding
ENSMUSG00000044528,229801,Tram1l1,protein_coding
ENSMUSG00000044533,16898,Rps2,protein_coding
ENSMUSG00000044534,59289,Ackr2,protein_coding
ENSMUSG00000044542,19127,Prop1,protein_coding
ENSMUSG00000044544,70874,4921513I03Rik,lncRNA
ENSMUSG00000044548,59036,Dact1,protein_coding
ENSMUSG00000044550,594844,Tceal3,protein_coding
ENSMUSG00000044551,268759,9930012K11Rik,protein_coding
ENSMUSG00000044556,75173,Tex38,protein_coding
ENSMUSG00000044562,69903,Rasip1,protein_coding
ENSMUSG00000044566,71213,Cage1,protein_coding
ENSMUSG00000044573,11431,Acp1,protein_coding
ENSMUSG00000044576,242915,Garem2,protein_coding
ENSMUSG00000044583,170743,Tlr7,protein_coding
ENSMUSG00000044594,20248,Serpinb3a,protein_coding
ENSMUSG00000044595,213236,Dnd1,protein_coding
ENSMUSG00000044597,17870,Mycs,protein_coding
ENSMUSG00000044600,66818,Smim7,protein_coding
ENSMUSG00000044617,320080,Zbtb39,protein_coding
ENSMUSG00000044624,237300,Gm4922,protein_coding
ENSMUSG00000044626,239759,Liph,protein_coding
ENSMUSG00000044627,72931,Swi5,protein_coding
ENSMUSG00000044628,68846,Rnf208,protein_coding
ENSMUSG00000044629,380686,Cnrip1,protein_coding
ENSMUSG00000044636,207785,Csrnp2,protein_coding
ENSMUSG00000044641,58220,Pard6b,protein_coding
ENSMUSG00000044646,207259,Zbtb7c,protein_coding
